date,open,high,low,close,volume,symbol
2025-06-09,143.18006060607402,144.98993249459744,141.9301473949137,142.62010192871094,185114500,NVDA
2025-06-10,142.68009610535242,144.279975869788,141.52017297716907,143.95001220703125,155881900,NVDA
2025-06-11,144.61000061035156,144.99000549316406,141.8699951171875,142.8300018310547,167694000,NVDA
2025-06-12,141.97000122070312,145.0,141.85000610351562,145.0,162365000,NVDA
2025-06-13,142.47999572753906,143.5800018310547,140.85000610351562,141.97000122070312,180820600,NVDA
2025-06-16,143.35000610351562,146.17999267578125,143.1999969482422,144.69000244140625,183133700,NVDA
2025-06-17,144.49000549316406,145.22000122070312,143.77999877929688,144.1199951171875,139108000,NVDA
2025-06-18,144.00999450683594,145.64999389648438,143.1199951171875,145.47999572753906,161494100,NVDA
2025-06-20,145.4499969482422,146.1999969482422,142.64999389648438,143.85000610351562,242956200,NVDA
2025-06-23,142.5,144.77999877929688,142.02999877929688,144.1699981689453,154308900,NVDA
2025-06-24,145.55999755859375,147.9600067138672,145.5,147.89999389648438,187566100,NVDA
2025-06-25,149.27000427246094,154.4499969482422,149.25999450683594,154.30999755859375,269146500,NVDA
2025-06-26,155.97999572753906,156.72000122070312,154.0,155.02000427246094,198145700,NVDA
2025-06-27,156.0399932861328,158.7100067138672,155.25999450683594,157.75,258753300,NVDA
2025-06-02,643.8945882353455,672.7423872324788,643.7646833041948,670.3842163085938,15766300,META
2025-06-03,670.933780241162,675.0606098458437,664.5187332165345,666.3372802734375,11585000,META
2025-06-04,668.8054003474581,688.4702620523693,668.0559769852821,687.4210815429688,14031900,META
2025-06-05,691.128193299702,693.8461337530863,681.7254549732214,684.0936279296875,13083100,META
2025-06-06,695.634728988938,702.2696384274917,691.3380472640042,697.173583984375,11728000,META
2025-06-09,697.9230086279447,704.6478147285023,693.4064643289632,693.5263671875,12773200,META
2025-06-10,700.8107438516906,702.6893032959509,691.0282928322797,701.8599853515625,10850100,META
2025-06-11,703.1689726406868,708.3249785260691,691.4579518801445,693.6063232421875,9582500,META
2025-06-12,692.7669528666453,694.8453707616588,686.471808739605,692.826904296875,7322700,META
2025-06-13,687.4210820231808,694.0359873588837,680.4864154008052,682.344970703125,9274400,META
2025-06-16,699.3300170898438,707.1500244140625,693.510009765625,702.1199951171875,13720300,META
2025-06-17,702.0,705.969970703125,696.0599975585938,697.22998046875,10066100,META
2025-06-18,698.1799926757812,701.5900268554688,694.9000244140625,695.77001953125,10068300,META
2025-06-20,700.75,701.8200073242188,678.6699829101562,682.3499755859375,22538600,META
2025-06-23,683.6900024414062,699.0499877929688,678.75,698.530029296875,11080100,META
2025-06-24,704.8900146484375,713.1900024414062,702.1099853515625,712.2000122070312,13823200,META
2025-06-25,713.3200073242188,716.5800170898438,705.3800048828125,708.6799926757812,9320400,META
2025-06-26,714.3599853515625,728.219970703125,711.0499877929688,726.0900268554688,13964800,META
2025-06-27,726.52001953125,735.4299926757812,725.8599853515625,733.6300048828125,18761600,META
2025-06-02,164.1699981689453,167.0,162.60000610351562,166.57000732421875,7166000,ORCL
2025-06-03,166.8000030517578,169.3300018310547,166.58999633789062,169.13999938964844,7155300,ORCL
2025-06-04,169.7100067138672,170.47999572753906,167.57000732421875,168.10000610351562,6375800,ORCL
2025-06-05,169.0,172.25999450683594,168.75999450683594,171.13999938964844,7707800,ORCL
2025-06-06,174.0,174.7899932861328,172.66000366210938,174.02000427246094,6833700,ORCL
2025-06-09,174.86000061035156,178.72000122070312,173.7899932861328,177.14999389648438,9668900,ORCL
2025-06-10,177.7100067138672,177.85000610351562,174.27999877929688,177.47999572753906,11056700,ORCL
2025-06-11,177.5500030517578,179.5500030517578,176.1999969482422,176.3800048828125,18002900,ORCL
2025-06-12,189.9600067138672,202.49000549316406,188.8800048828125,199.86000061035156,54610000,ORCL
2025-06-13,201.5800018310547,216.60000610351562,201.1999969482422,215.22000122070312,53707400,ORCL
2025-06-16,213.1999969482422,215.1699981689453,209.97999572753906,211.10000610351562,22665300,ORCL
2025-06-17,210.66000366210938,215.8800048828125,207.47999572753906,208.17999267578125,17819200,ORCL
2025-06-18,211.08999633789062,214.72000122070312,209.57000732421875,210.8699951171875,15055400,ORCL
2025-06-20,213.35000610351562,213.8000030517578,204.63999938964844,205.1699981689453,20879100,ORCL
2025-06-23,205.50999450683594,207.27000427246094,202.5399932861328,207.0399932861328,13418400,ORCL
2025-06-24,209.99000549316406,216.3699951171875,208.5500030517578,215.27000427246094,19030600,ORCL
2025-06-25,214.94000244140625,216.92999267578125,210.22999572753906,210.72000122070312,11804600,ORCL
2025-06-26,212.0,214.4199981689453,210.36000061035156,212.82000732421875,10531100,ORCL
2025-06-27,213.69000244140625,214.64999389648438,209.9600067138672,210.24000549316406,14123300,ORCL
2025-06-02,257.8500061035156,263.9800109863281,257.2200012207031,263.8999938964844,2831900,IBM
2025-06-03,263.3500061035156,265.55999755859375,262.5799865722656,265.20001220703125,2494700,IBM
2025-06-04,264.8999938964844,267.0,264.7900085449219,265.5199890136719,2588600,IBM
2025-06-05,265.20001220703125,267.510009765625,265.1000061035156,266.8599853515625,2658400,IBM
2025-06-06,267.989990234375,270.1700134277344,267.5299987792969,268.8699951171875,2495200,IBM
2025-06-09,268.1000061035156,273.4700012207031,266.7099914550781,272.0799865722656,4331500,IBM
2025-06-10,273.19000244140625,277.4700012207031,272.55999755859375,276.239990234375,5163500,IBM
2025-06-11,276.70001220703125,281.75,275.1099853515625,281.5199890136719,4656000,IBM
2025-06-12,281.5299987792969,283.05999755859375,279.8299865722656,281.0299987792969,3418000,IBM
2025-06-13,278.2099914550781,279.8399963378906,275.8299865722656,277.2200012207031,3243800,IBM
2025-06-16,279.30999755859375,284.5,278.6700134277344,281.8299865722656,3685300,IBM
2025-06-17,281.1499938964844,284.7900085449219,281.0,283.04998779296875,3069600,IBM
2025-06-18,285.0,286.9100036621094,282.94000244140625,283.2099914550781,3534100,IBM
2025-06-20,279.2799987792969,284.1199951171875,277.20001220703125,280.9700012207031,7677000,IBM
2025-06-23,281.6499938964844,289.5799865722656,280.2099914550781,289.17999267578125,3786200,IBM
2025-06-24,290.4599914550781,294.3399963378906,288.4100036621094,293.7900085449219,4219100,IBM
2025-06-25,294.489990234375,296.1600036621094,289.5,291.05999755859375,3862300,IBM
2025-06-26,291.79998779296875,292.9100036621094,290.1700134277344,291.92999267578125,3621100,IBM
2025-06-27,292.9700012207031,293.1199951171875,288.5199890136719,289.70001220703125,3560800,IBM
